Year,Month,Deal ID,Stage,PSO/Non-PSO,Region,Practice,Channel,Business Unit,Weight,Leads UW,Leads,SalesOps,Actuals
2021,10,3586,Commit,Non-PSO,US-East,Data & Analytics,Direct,HCLS,1.00,"$46,099","$46,099","$46,099","$59,226"
2021,10,3587,Commit,Non-PSO,US-East,Data & Analytics,Direct,HCLS,1.00,"$47,040","$47,040","$47,040","$47,040"
2021,10,3475,Commit,Non-PSO,US-East,Custom AI/ML,GCP,HCLS,1.00,"$3,054","$3,054","$3,054","$15,270"
2021,10,3902,Commit,Non-PSO,Canada,Data & Analytics,AWS,Others,1.00,"$23,125","$23,125","$23,125","$38,125"
2021,10,2009,Commit,Non-PSO,US-East,Custom AI/ML,Direct,BFSI,1.00,"$31,600","$31,600","$31,600","$39,500"
2021,10,2090,Commit,Non-PSO,US-West,Document Understanding AI,GCP,BFSI,1.00,$0,$0,$0,"$21,850"
2021,10,4225,Commit,PSO,US-West,Conversational AI,GCP,Others,1.00,"$84,375","$84,375","$84,375","$84,375"
2021,10,3604,Commit,Non-PSO,India,Others,AWS,Others,1.00,$362,$362,$362,$0
2021,10,3130,Commit,Non-PSO,US-West,Custom AI/ML,Direct,TMEG,1.00,"$5,000","$5,000","$5,000","$5,000"
2021,10,3703,Commit,Non-PSO,US-East,Conversational AI,AWS,BFSI,1.00,"$1,340","$1,340","$1,340",$0
2021,10,3745,Commit,Non-PSO,US-East,Document Understanding AI,GCP,BFSI,1.00,"$71,250","$71,250","$71,250","$69,265"
2021,10,2303,Commit,Non-PSO,US-East,Data & Analytics,Direct,HCLS,1.00,"$24,000","$24,000","$24,000","$24,000"
2021,10,4105,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$14,167","$14,167","$14,167","$14,167"
2021,10,3632,Commit,Non-PSO,US-Central,Conversational AI,GCP,Edu & PubSec,1.00,"$28,333","$28,333","$28,333","$28,333"
2021,10,3654,Commit,PSO,India,Data & Analytics,GCP,Others,1.00,"$2,000","$2,000","$2,000","$1,000"
2021,10,3740,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$47,000","$47,000","$47,000","$46,577"
2021,10,4291,L1 Mega,PSO,US-East,Data & Analytics,GCP,HCLS,0.30,"$158,330","$47,499",$0,$0
2021,10,3664,Commit,Non-PSO,US-East,Others,Direct,BFSI,1.00,"$31,680","$31,680","$31,680","$15,840"
2021,10,2086,Commit,Non-PSO,US-East,Custom AI/ML,Direct,TMEG,1.00,"$47,000","$47,000","$47,000","$29,640"
2021,10,4244,Commit,Non-PSO,US-East,Data & Analytics,AWS,Others,1.00,"$32,592","$32,592","$32,592","$38,800"
2021,10,3482,Commit,Non-PSO,US-East,ML Ops,AWS,TMEG,1.00,"$12,432","$12,432","$12,432","$13,000"
2021,10,4229,L1,PSO,Canada,Data & Analytics,GCP,Others,0.90,"$99,400","$89,460","$89,460","$69,580"
2021,10,3882,Commit,Non-PSO,US-East,Data & Analytics,Direct,HCLS,1.00,"$16,666","$16,666","$16,666","$16,666"
2021,10,3170,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$15,876","$15,876","$15,876","$15,120"
2021,10,3379,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$14,540","$14,540","$14,540","$14,400"
2021,10,3802,Commit,Non-PSO,US-Central,Data & Analytics,Direct,BFSI,1.00,"$45,000","$45,000","$45,000","$24,780"
2021,10,3818,L2,Non-PSO,US-Central,Data & Analytics,Direct,BFSI,0.50,"$66,298","$33,149",$0,$0
2021,10,3381,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$14,314","$14,314","$14,314","$14,173"
2021,10,3850,Commit,Non-PSO,US-East,Application Modernization,AWS,Others,1.00,"$38,840","$38,840","$38,840","$48,550"
2021,10,3857,Commit,Non-PSO,Canada,Custom AI/ML,AWS,BFSI,1.00,"$82,743","$82,743","$82,743","$71,704"
2021,10,3378,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$13,146","$13,146","$13,146","$13,019"
2021,10,3877,Commit,PSO,US-West,Data & Analytics,GCP,Others,1.00,$0,$0,$0,"$2,144"
2021,10,3884,Commit,Non-PSO,EMEA,Data & Analytics,Direct,HCLS,1.00,"$124,375","$124,375","$124,375","$124,375"
2021,10,3846,Commit,Non-PSO,US-Central,Marketing Analytics,GCP,Others,1.00,"$18,446","$18,446","$18,446",$0
2021,10,3553,Commit,Non-PSO,US-Central,Others,AWS,Others,1.00,"$20,000","$20,000","$20,000","$20,000"
2021,10,1947,Commit,PSO,US-West,Data & Analytics,GCP,Others,1.00,"$6,525","$6,525","$6,525","$6,525"
2021,10,4004,Commit,Non-PSO,US-West,Infrastructure Modernization,GCP,HCLS,1.00,"$8,800","$8,800","$8,800","$6,400"
2021,10,3576,L3,Non-PSO,US-East,Data & Analytics,Direct,BFSI,0.10,"$75,446","$7,545",$0,$0
2021,10,4170,Commit,Non-PSO,Canada,Conversational AI,AWS,HCLS,1.00,"$10,500","$10,500","$10,500","$17,500"
2021,10,4031,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$77,848","$77,848","$77,848","$71,020"
2021,10,4272,Commit,Non-PSO,EMEA,Data & Analytics,Direct,HCLS,1.00,"$2,187","$2,187","$2,187","$2,187"
2021,10,4058,Commit,Non-PSO,US-Central,Document Understanding AI,GCP,Others,1.00,$0,$0,$0,"$14,000"
2021,10,3827,Commit,Non-PSO,US-East,Marketing Analytics,GCP,Others,1.00,"$1,250","$1,250","$1,250",$0
2021,10,4110,L3,Non-PSO,US-Central,Data & Analytics,Direct,BFSI,0.20,"$82,754","$16,551",$0,$0
2021,10,3679,Commit,Non-PSO,US-East,Conversational AI,AWS,Others,1.00,"$83,000","$83,000","$83,000","$66,000"
2021,10,3707,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$4,008","$4,008","$4,008","$5,280"
2021,10,3380,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$4,990","$4,990","$4,990","$4,944"
2021,10,4156,L3,Non-PSO,India,Custom AI/ML,AWS,BFSI,0.30,"$3,454","$1,036",$0,$0
2021,10,3550,Commit,Non-PSO,US-Central,Conversational AI,GCP,Edu & PubSec,1.00,"$4,500","$4,500","$4,500","$5,625"
2021,10,4120,Commit,Non-PSO,EMEA,Data & Analytics,Direct,HCLS,1.00,"$99,444","$99,444","$99,444","$99,444"
2021,10,3382,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$3,998","$3,998","$3,998","$3,955"
2021,10,2908,Commit,Non-PSO,US-West,Conversational AI,GCP,Edu & PubSec,1.00,"$2,100","$2,100","$2,100","$1,750"
2021,10,4165,Commit,PSO,US-West,Custom AI/ML,GCP,Others,1.00,"$52,416","$52,416","$52,416","$26,856"
2021,10,4175,Commit,PSO,US-West,Conversational AI,GCP,TMEG,1.00,"$124,488","$124,488","$124,488","$124,488"
2021,10,4256,L2-L4 Extn,Non-PSO,US-East,Data & Analytics,Direct,BFSI,0.10,"$89,286","$8,929","$8,929",$0
2021,10,4184,L1,Non-PSO,US-West,Data & Analytics,Direct,BFSI,0.80,"$43,752","$35,002","$35,002",$0
2021,10,4233,Commit,Non-PSO,US-East,Others,AWS,Others,1.00,"$65,000","$65,000","$65,000","$81,050"
2021,10,3764,Commit,Non-PSO,Canada,Data & Analytics,AWS,Others,1.00,"$1,875","$1,875","$1,875","$1,875"
2021,10,2907,Commit,Non-PSO,US-Central,Conversational AI,GCP,Edu & PubSec,1.00,"$2,580","$2,580","$2,580","$2,580"
2021,10,4189,L1,Non-PSO,US-West,Custom AI/ML,GCP,Others,0.90,"$16,360","$14,724","$14,724","$36,000"
2021,10,4212,Commit,Non-PSO,US-Central,Data & Analytics,Direct,BFSI,1.00,"$67,560","$67,560","$67,560","$64,368"
2021,10,2681,Commit,Non-PSO,US-Central,Data & Analytics,GCP,Others,1.00,$0,$0,$0,$630
2021,10,4115,Commit,PSO,US-West,Conversational AI,GCP,TMEG,1.00,"$8,146","$8,146","$8,146","$8,146"
2021,10,4278,Commit,Non-PSO,US-West,Others,AWS,TMEG,1.00,"$6,048","$6,048","$6,048","$1,944"
2021,10,4295,Commit,Non-PSO,Canada,Data & Analytics,AWS,BFSI,1.00,"$247,257","$247,257","$247,257","$207,550"
2021,10,3639,Commit,Non-PSO,India,Managed Services,GCP,TMEG,1.00,"$2,000","$2,000","$2,000",$0
2021,10,4053,Commit,Non-PSO,US-Central,Marketing Analytics,GCP,Edu & PubSec,1.00,$714,$714,$714,"$1,000"
2021,10,3123,Commit,Non-PSO,India,Managed Services,AWS,BFSI,1.00,$901,$901,$901,"$1,120"
2021,10,4276,Commit,Non-PSO,EMEA,Marketing Analytics,GCP,BFSI,1.00,"$44,100","$44,100","$44,100","$49,350"
2021,10,4300,Commit,Non-PSO,US-East,Data & Analytics,Direct,HCLS,1.00,"$13,440","$13,440","$13,440","$20,160"
2021,10,4319,Commit,Non-PSO,India,Others,AWS,Others,1.00,"$7,299","$7,299","$7,299","$6,741"
2021,10,4317,Commit,Non-PSO,US-East,Marketing Analytics,GCP,BFSI,1.00,"$47,750","$47,750","$47,750","$40,588"
2021,10,4324,Commit,Non-PSO,EMEA,Data & Analytics,Direct,HCLS,1.00,"$53,125","$53,125","$53,125","$53,125"
2021,10,4353,Commit,Non-PSO,EMEA,Data & Analytics,Direct,HCLS,1.00,"$134,250","$134,250","$134,250","$134,250"
2021,10,4313,L3,Non-PSO,US-East,Conversational AI,GCP,HCLS,0.10,$0,$0,$0,"$15,280"
2021,10,4399,Commit,Non-PSO,India,Data & Analytics,GCP,HCLS,1.00,"$3,667","$3,667","$3,667","$7,334"
2021,10,4420,Commit,PSO,US-West,Data & Analytics,GCP,Others,1.00,"$18,416","$18,416","$18,416","$15,176"
2021,10,4433,Commit,Non-PSO,EMEA,Others,Direct,HCLS,1.00,"$44,200","$44,200","$44,200","$44,200"
2021,10,4401,Commit,Non-PSO,US-Central,Document Understanding AI,GCP,Edu & PubSec,1.00,"$3,862","$3,862","$3,862","$3,360"
2021,10,4387,Commit,Non-PSO,US-West,Conversational AI,GCP,HCLS,1.00,"$85,333","$85,333","$85,333","$82,966"
2021,10,4405,Commit,Non-PSO,EMEA,Custom AI/ML,Direct,TMEG,1.00,"$5,000","$5,000","$5,000","$5,000"
2021,10,4480,L1,Non-PSO,US-East,Custom AI/ML,Direct,BFSI,1.00,"$411,004","$411,004","$411,004","$411,004"
2021,10,4469,Commit,Non-PSO,US-Central,Data & Analytics,AWS,BFSI,1.00,"$54,264","$54,264","$54,264","$57,000"
2021,10,4419,Commit,PSO,US-East,Data & Analytics,GCP,Others,1.00,$1,$1,$1,"$18,500"
2021,10,4436,Commit,PSO,US-West,Conversational AI,GCP,TMEG,1.00,"$24,528","$24,528","$24,528","$24,528"
2021,10,4437,Commit,PSO,US-West,Conversational AI,GCP,TMEG,1.00,"$123,480","$123,480","$123,480","$123,480"
2021,10,4446,L2-L4 Extn,Non-PSO,US-East,Custom AI/ML,GCP,Others,0.50,"$115,866","$57,933","$57,933","$50,000"
2021,10,4463,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$22,176","$22,176","$22,176","$13,992"
2021,10,4443,L1,Non-PSO,US-East,Data & Analytics,Direct,TMEG,0.90,$0,$0,$0,"$107,800"
2021,10,4496,L1 Extn,Non-PSO,US-Central,Document Understanding AI,GCP,BFSI,0.90,"$56,858","$51,172","$51,172","$66,300"
2021,10,4499,Commit,PSO,US-East,Custom AI/ML,GCP,Edu & PubSec,1.00,"$135,138","$135,138","$135,138","$135,138"
2021,10,4532,Commit,Non-PSO,India,Others,AWS,Others,1.00,"$2,245","$2,245","$2,245","$2,074"
2021,10,4508,Commit,PSO,US-East,Data & Analytics,GCP,HCLS,1.00,"$77,120","$77,120","$77,120","$7,795"
2021,10,4520,Commit,Non-PSO,US-East,Data & Analytics,GCP,HCLS,1.00,"$120,960","$120,960","$120,960","$149,760"
2021,10,4535,L1,PSO,US-Central,Marketing Analytics,GCP,Edu & PubSec,0.80,"$19,166","$15,333","$15,333",$0
2021,10,4507,L1,Non-PSO,US-Central,Others,Direct,BFSI,0.80,"$42,256","$33,805","$33,805","$42,256"
2021,10,4548,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$63,316","$63,316","$63,316","$56,991"
2021,10,4570,Commit,Non-PSO,India,Data & Analytics,AWS,BFSI,1.00,"$5,736","$5,736","$5,736","$1,364"
2021,10,4562,Commit,Non-PSO,Canada,Others,AWS,Others,1.00,"$1,975","$1,975","$1,975","$1,975"
2021,10,4552,L1 Extn,Non-PSO,US-Central,Custom AI/ML,GCP,Others,0.90,"$1,005",$905,$905,$0
2021,10,4284,Commit,Non-PSO,US-Central,Marketing Analytics,GCP,BFSI,1.00,"$73,600","$73,600","$73,600","$42,000"
2021,10,4551,Commit,PSO,US-East,Data & Analytics,GCP,Edu & PubSec,1.00,"$12,670","$12,670","$12,670",$0
2021,10,4310,L4,Non-PSO,Canada,Data & Analytics,Direct,BFSI,0.30,"$102,459","$30,738",$0,$0
2021,10,4605,Commit,Non-PSO,US-East,Others,Direct,Others,1.00,"$41,568","$41,568","$41,568","$25,920"
2021,10,4603,Commit,Non-PSO,US-East,Custom AI/ML,GCP,Others,1.00,"$80,515","$80,515","$80,515","$80,515"
2021,10,4614,Commit,Non-PSO,US-Central,Data & Analytics,GCP,Others,1.00,$0,$0,$0,$500
2021,10,4596,L2,Non-PSO,US-East,Data & Analytics,Direct,TMEG,0.30,"$47,868","$14,360",$0,$0
2021,10,4666,Commit,Non-PSO,US-East,Conversational AI,AWS,Others,1.00,"$7,875","$7,875","$7,875",$0
2021,10,4632,Pre-Commit,Non-PSO,EMEA,Conversational AI,GCP,TMEG,0.20,"$25,397","$5,079","$5,079","$30,000"
2021,10,4698,Commit,Non-PSO,US-West,Document Understanding AI,GCP,Others,1.00,"$19,400","$19,400","$19,400","$6,305"
2021,10,4671,Commit,PSO,US-West,Conversational AI,GCP,TMEG,1.00,$0,$0,$0,$434
2021,10,4677,Commit,Non-PSO,US-Central,Document Understanding AI,GCP,BFSI,1.00,"$69,145","$69,145","$69,145","$49,960"
2021,10,4670,Commit,PSO,US-East,Conversational AI,GCP,Edu & PubSec,1.00,"$73,000","$73,000","$73,000","$73,000"
2021,10,4727,Commit,Non-PSO,EMEA,Data & Analytics,Direct,HCLS,1.00,"$5,000","$5,000","$5,000","$5,000"
2021,10,4758,Commit,Non-PSO,US-East,Custom AI/ML,Direct,BFSI,1.00,"$7,560","$7,560","$7,560","$7,560"
2021,10,4765,Commit,Non-PSO,US-East,Others,AWS,TMEG,1.00,"$7,200","$7,200","$7,200","$10,550"
2021,10,4761,Commit,Non-PSO,US-West,Custom AI/ML,GCP,Others,1.00,"$15,000","$15,000","$15,000","$15,000"
2021,10,4784,L1,Non-PSO,India,Reseller,AWS,BFSI,0.90,"$3,956","$3,560","$3,560",$0
2021,10,4821,L1,Non-PSO,US-Central,Custom AI/ML,AWS,TMEG,0.80,"$32,019","$25,615","$25,615",$0
2021,10,4734,Commit,PSO,US-West,Conversational AI,GCP,TMEG,1.00,"$46,395","$46,395","$46,395","$46,395"
2021,10,4505,L2,Non-PSO,US-East,Document Understanding AI,Nvidia,HCLS,0.30,"$10,000","$3,000",$0,$0
2021,10,4805,Commit,Non-PSO,US-East,Data & Analytics,GCP,HCLS,1.00,"$15,000","$15,000","$15,000",$0
2021,10,4851,L1,Non-PSO,US-Central,Custom AI/ML,GCP,Others,0.90,"$10,833","$9,750","$9,750","$15,000"
2021,10,4794,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$11,088","$11,088","$11,088","$9,768"
2021,10,4923,Pre-Commit,Non-PSO,India,Custom AI/ML,AWS,BFSI,0.90,"$9,643","$8,679","$8,679","$4,800"
2021,10,4825,Commit,Non-PSO,India,Others,AWS,Others,1.00,"$15,000","$15,000","$15,000","$7,365"
2021,10,4962,Commit,Non-PSO,Canada,Custom AI/ML,AWS,Others,1.00,$0,$0,$0,"$14,000"
2021,10,4928,Pre-Commit,Non-PSO,US-East,Custom AI/ML,GCP,Others,0.90,$0,$0,$0,"$48,960"
2021,10,4936,Commit,Non-PSO,US-East,Custom AI/ML,GCP,HCLS,1.00,"$25,500","$25,500","$25,500","$25,500"
2021,10,4937,Commit,Non-PSO,US-Central,Data & Analytics,GCP,HCLS,1.00,"$227,485","$227,485","$227,485","$119,058"
2021,10,4187,L3,Non-PSO,US-East,Document Understanding AI,GCP,Others,0.10,"$43,629","$4,363",$0,$0
2021,10,4927,Commit,Non-PSO,US-East,Custom AI/ML,GCP,Others,1.00,$0,$0,$0,$663
2021,10,4902,Commit,Non-PSO,US-East,Data & Analytics,Direct,TMEG,1.00,"$28,800","$28,800","$28,800","$28,800"
2021,10,4968,Commit,Non-PSO,US-East,Custom AI/ML,GCP,Edu & PubSec,1.00,"$12,801","$12,801","$12,801","$23,696"
2021,10,4388,Commit,Non-PSO,India,Data & Analytics,GCP,HCLS,1.00,"$3,667","$3,667","$3,667","$5,878"
2021,10,4980,Commit,Non-PSO,US-Central,Conversational AI,GCP,Edu & PubSec,1.00,$400,$400,$400,$400
2021,10,5011,Commit,Non-PSO,US-Central,Custom AI/ML,GCP,Others,1.00,"$106,680","$106,680","$106,680","$72,136"
2021,10,5012,L1 Extn,Non-PSO,Canada,Application Modernization,AWS,TMEG,0.90,"$15,964","$14,368","$14,368",$0
2021,10,5044,lost,Non-PSO,LATAM,Custom AI/ML,GCP,Others,0.00,"$15,000",$0,$0,$0
2021,10,5016,Pre-Commit,Non-PSO,US-Central,Conversational AI,GCP,Edu & PubSec,1.00,"$100,444","$100,444","$100,444","$28,250"
2021,10,5025,L1,Non-PSO,US-West,Custom AI/ML,GCP,Others,0.90,"$16,741","$15,067","$15,067",$0
2021,10,5042,L3,Non-PSO,US-East,Data & Analytics,Direct,BFSI,0.10,"$32,286","$3,229",$0,$0
2021,10,5043,L1,Non-PSO,LATAM,Conversational AI,GCP,Others,0.90,"$10,000","$9,000","$9,000","$50,000"
2021,10,5060,Commit,Non-PSO,US-East,Conversational AI,GCP,HCLS,1.00,"$36,450","$36,450","$36,450","$30,375"
2021,10,5054,Commit,Non-PSO,EMEA,Application Modernization,AWS,BFSI,1.00,"$49,000","$49,000","$49,000","$24,500"
2021,10,5086,Commit,Non-PSO,US-East,Marketing Analytics,GCP,BFSI,1.00,"$19,600","$19,600","$19,600","$19,600"
2021,10,5094,L3,Non-PSO,US-East,Custom AI/ML,GCP,HCLS,0.10,"$20,337","$2,034",$0,$0
2021,10,5099,L1,PSO,US-East,Data & Analytics,GCP,BFSI,0.90,"$29,360","$26,424","$26,424","$14,480"
2021,10,5076,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$19,546","$19,546","$19,546","$1,740"
2021,10,3946,L1,Non-PSO,Canada,Data & Analytics,AWS,BFSI,0.90,"$21,429","$19,286","$19,286",$440
2021,10,5117,L1 Mega,PSO,US-Central,Custom AI/ML,GCP,Others,0.00,"$58,146",$0,$0,$0
2021,10,5107,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,$0,$0,$0,$528
2021,10,5110,L2,Non-PSO,US-Central,Custom AI/ML,Direct,BFSI,0.20,"$125,000","$25,000",$0,$0
2021,10,5163,Commit,Non-PSO,US-Central,Data & Analytics,AWS,Others,1.00,"$61,320","$61,320","$61,320","$59,250"
2021,10,4737,Commit,Non-PSO,US-East,Custom AI/ML,GCP,Others,1.00,"$111,547","$111,547","$111,547","$3,760"
2021,10,5121,Commit,Non-PSO,US-East,Data & Analytics,GCP,Others,1.00,"$78,624","$78,624","$78,624","$63,336"
2021,10,5125,L3,PSO,US-Central,Conversational AI,GCP,Others,0.10,"$56,072","$5,607",$0,$0
2021,10,5140,Commit,PSO,US-Central,Data & Analytics,GCP,Others,1.00,"$121,960","$121,960","$121,960","$128,504"
2021,10,5158,L1,Non-PSO,US-East,Custom AI/ML,GCP,HCLS,0.10,"$55,619","$5,562","$5,562",$0
2021,10,5173,L1,Non-PSO,US-East,Custom AI/ML,GCP,Others,0.80,"$10,000","$8,000","$8,000",$0
2021,10,5170,Commit,Non-PSO,EMEA,Others,Direct,HCLS,1.00,"$13,883","$13,883","$13,883","$13,884"
2021,10,5151,L3,Non-PSO,India,Application Modernization,Direct,BFSI,0.20,"$17,857","$3,571",$0,$0
2021,10,5153,L3,Non-PSO,US-East,Data & Analytics,Direct,BFSI,0.10,"$16,848","$1,685",$0,"$37,507"
2021,10,5152,L4,Non-PSO,India,Application Modernization,Direct,BFSI,0.20,"$35,714","$7,143",$0,$0
2021,10,5124,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$8,064","$8,064","$8,064","$7,680"
2021,10,5187,Commit,Non-PSO,US-East,Data & Analytics,GCP,Others,1.00,"$68,640","$68,640","$68,640","$64,584"
2021,10,5177,Commit,Non-PSO,US-West,Reseller,GCP,HCLS,1.00,$0,$0,$0,"$1,774"
2021,10,5215,Commit,Non-PSO,US-West,Data & Analytics,GCP,Others,1.00,"$10,366","$10,366","$10,366","$10,366"
2021,10,5203,Commit,Non-PSO,India,Reseller,GCP,Others,1.00,"$1,167","$1,167","$1,167",$0
2021,10,5204,Commit,Non-PSO,India,Reseller,GCP,Others,1.00,"$2,617","$2,617","$2,617",$0
2021,10,5063,Commit,Non-PSO,US-West,Custom AI/ML,GCP,Others,1.00,"$205,312","$205,312","$205,312","$93,834"
2021,10,5051,Commit,Non-PSO,EMEA,Others,Direct,TMEG,1.00,"$30,000","$30,000","$30,000","$4,480"
2021,10,5235,L3,Non-PSO,US-West,Document Understanding AI,GCP,Others,0.10,"$7,692",$769,$0,$0
2021,10,5240,Commit,Non-PSO,US-East,Others,Direct,BFSI,1.00,"$207,842","$207,842","$207,842","$174,560"
2021,10,5284,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$58,440","$58,440","$58,440","$43,057"
2021,10,5277,Commit,Non-PSO,US-West,Document Understanding AI,AWS,HCLS,1.00,"$46,417","$46,417","$46,417","$1,342"
2021,10,5065,L1,Non-PSO,US-West,Others,AWS,BFSI,0.60,"$53,714","$32,228","$32,228",$0
2021,10,5282,Commit,Non-PSO,EMEA,Data & Analytics,GCP,Others,1.00,"$14,080","$14,080","$14,080","$11,200"
2021,10,5257,Commit,PSO,US-West,Infrastructure Modernization,GCP,Others,1.00,"$10,208","$10,208","$10,208","$8,816"
2021,10,5238,L1,PSO,US-East,Custom AI/ML,GCP,TMEG,0.90,"$35,000","$31,500","$31,500","$34,113"
2021,10,5274,Pre-Commit,PSO,US-East,Conversational AI,GCP,Edu & PubSec,0.90,"$93,704","$84,334","$84,334","$36,286"
2021,10,5236,L1,PSO,US-West,Conversational AI,GCP,Others,0.10,"$47,619","$4,762","$4,762","$30,000"
2021,10,5267,Commit,Non-PSO,US-West,Others,Direct,TMEG,1.00,"$11,200","$11,200","$11,200","$11,200"
2021,10,5301,Commit,Non-PSO,US-East,Custom AI/ML,Direct,Others,1.00,"$45,000","$45,000","$45,000","$43,200"
2021,10,5331,L2,Non-PSO,US-East,Custom AI/ML,Direct,BFSI,0.30,"$18,730","$5,619",$0,$0
2021,10,4865,L1,Non-PSO,EMEA,Document Understanding AI,AWS,Edu & PubSec,0.80,"$19,286","$15,429","$15,429","$12,500"
2021,10,5316,Commit,Non-PSO,US-East,Infrastructure Modernization,GCP,HCLS,1.00,$0,$0,$0,"-$21,780"
2021,10,5377,L1 Extn,Non-PSO,US-East,Marketing Analytics,GCP,Others,0.60,"$35,097","$21,058","$21,058",$0
2021,10,5378,L1 Extn,Non-PSO,US-East,Custom AI/ML,GCP,Others,0.60,"$35,097","$21,058","$21,058",$0
2021,10,5412,Commit,Non-PSO,US-East,Custom AI/ML,GCP,Others,1.00,"$42,000","$42,000","$42,000","$42,000"
2021,10,5413,Commit,Non-PSO,US-East,Document Understanding AI,GCP,HCLS,1.00,$0,$0,$0,"$31,900"
2021,10,5416,Commit,Non-PSO,EMEA,Application Modernization,Direct,HCLS,1.00,"$52,800","$52,800","$52,800","$52,800"
2021,10,5424,L2-L4 Extn,Non-PSO,US-Central,Custom AI/ML,Direct,BFSI,0.20,"$91,385","$18,277","$18,277",$0
2021,10,5287,L2,Non-PSO,US-East,Document Understanding AI,GCP,Others,0.30,"$42,667","$12,800",$0,$0
2021,10,5430,L1,PSO,EMEA,Conversational AI,GCP,TMEG,0.90,"$36,130","$32,517","$32,517",$0
2021,10,5452,L1,Non-PSO,US-East,Custom AI/ML,GCP,TMEG,0.70,"$15,069","$10,548","$10,548",$0
2021,10,5508,Commit,Non-PSO,Canada,Custom AI/ML,AWS,Others,1.00,"$1,560","$1,560","$1,560","$16,380"
2021,10,5484,Commit,PSO,US-East,Marketing Analytics,GCP,TMEG,1.00,"$42,672","$42,672","$42,672","$33,615"
2021,10,5491,L2-L4 Extn,PSO,India,Managed Services,GCP,Others,0.60,"$59,247","$35,548","$35,548",$0
2021,10,5507,Commit,Non-PSO,US-East,Conversational AI,GCP,Edu & PubSec,1.00,"$36,202","$36,202","$36,202","$43,218"
2021,10,5513,Commit,Non-PSO,US-Central,Application Modernization,GCP,Others,1.00,"$240,280","$240,280","$240,280","$236,251"
2021,10,5533,Commit,Non-PSO,US-Central,Data & Analytics,GCP,Others,1.00,"$109,926","$109,926","$109,926","$103,425"
2021,10,5373,Commit,Non-PSO,US-Central,Data & Analytics,AWS,Others,1.00,"$32,533","$32,533","$32,533","$25,200"
2021,10,5576,Commit,PSO,US-West,Conversational AI,GCP,Others,1.00,"$51,326","$51,326","$51,326","$38,326"
2021,10,5613,Commit,PSO,US-West,Conversational AI,GCP,TMEG,1.00,"$24,528","$24,528","$24,528","$24,528"
2021,10,5587,Commit,Non-PSO,US-East,Conversational AI,GCP,Others,1.00,"$31,440","$31,440","$31,440","$94,320"
2021,10,5616,L4,Non-PSO,US-East,Custom AI/ML,Direct,TMEG,0.10,"$18,710","$1,871",$0,$0
2021,10,5598,L4,Non-PSO,Canada,Custom AI/ML,GCP,TMEG,0.10,"$1,613",$161,$0,$0
2021,10,5707,Commit,Non-PSO,US-East,Application Modernization,AWS,Others,1.00,"$29,000","$29,000","$29,000","$29,500"
2021,10,5709,Commit,Non-PSO,US-East,Others,AWS,Others,1.00,"$23,040","$23,040","$23,040","$19,200"
2021,10,5618,L4,Non-PSO,Canada,Others,AWS,Others,0.10,"$9,286",$929,$0,$0
2021,10,5691,L1 Mega,Non-PSO,US-East,Data & Analytics,AWS,Others,0.60,"$35,220","$21,132",$0,$0
2021,10,5286,L4,Non-PSO,US-Central,Document Understanding AI,AWS,BFSI,0.10,"$11,607","$1,161",$0,$0
2021,10,5553,Commit,Non-PSO,Canada,Data & Analytics,AWS,BFSI,1.00,"$20,000","$20,000","$20,000","$40,000"
2021,10,5632,L1,Non-PSO,US-West,Document Understanding AI,AWS,BFSI,0.80,"$20,119","$16,095","$16,095",$0
2021,10,5668,Commit,Non-PSO,Canada,Data & Analytics,AWS,BFSI,1.00,"$8,960","$8,960","$8,960","$6,400"
2021,10,5676,L1,Non-PSO,US-East,Custom AI/ML,AWS,Others,0.80,"$43,400","$34,720","$34,720",$0
2021,10,5717,L1 Extn,Non-PSO,US-East,Conversational AI,GCP,Others,0.50,"$78,600","$39,300","$39,300","$73,360"
2021,10,5678,Commit,PSO,US-West,Data & Analytics,GCP,Others,1.00,"$25,920","$25,920","$25,920","$25,920"
2021,10,5681,Commit,Non-PSO,US-East,Conversational AI,GCP,HCLS,1.00,$2,$2,$2,$0
