Year,Month,Deal ID,Stage,PSO/Non-PSO,Region,Practice,Channel,Business Unit,Weight,Leads UW,Leads,SalesOps,Actuals
2020,5,943,Commit,PSO,US-East,Custom AI/ML,GCP,Edu & PubSec,1.00,"$109,916","$109,916","$109,916","$124,000"
2020,5,998,Commit,Non-PSO,US-Central,Custom AI/ML,GCP,Others,0.75,"$7,067","$5,300","$5,300",$0
2020,5,1055,L1,Non-PSO,India,Conversational AI,GCP,BFSI,0.90,"$27,060","$24,354","$24,354","$35,000"
2020,5,1067,Commit,Non-PSO,US-Central,Marketing Analytics,GCP,Edu & PubSec,1.00,"$11,721","$11,721","$11,721","$7,832"
2020,5,1087,Commit,Non-PSO,US-West,Conversational AI,GCP,BFSI,1.00,"$18,480","$18,480","$18,480","$18,200"
2020,5,1141,Commit,Non-PSO,US-East,Conversational AI,GCP,Edu & PubSec,1.00,$0,$0,$0,"$17,500"
2020,5,1191,Commit,Non-PSO,US-West,Custom AI/ML,GCP,TMEG,1.00,"$27,900","$27,900","$27,900","$29,850"
2020,5,1226,Commit,Non-PSO,US-West,Data & Analytics,GCP,Others,0.75,"$6,186","$4,640","$4,640","$5,040"
2020,5,1245,L2,Non-PSO,US-East,Conversational AI,GCP,Others,0.30,"$60,000","$18,000",$0,$0
2020,5,1262,Commit,Non-PSO,US-East,Custom AI/ML,GCP,BFSI,0.00,$194,$0,$0,$0
2020,5,1322,Commit,Non-PSO,US-East,Data & Analytics,GCP,Others,1.00,"$63,000","$63,000","$63,000",$0
2020,5,1329,Commit,Non-PSO,US-East,Custom AI/ML,GCP,Others,0.50,"$68,039","$34,020","$34,020","$30,000"
2020,5,1339,L1,Non-PSO,US-Central,Marketing Analytics,GCP,Others,0.90,"$19,000","$17,100","$17,100",$0
2020,5,1348,Commit,Non-PSO,US-East,Custom AI/ML,GCP,Others,0.75,"$12,537","$9,403","$9,403",$0
2020,5,1393,Commit,PSO,US-Central,Data & Analytics,GCP,Edu & PubSec,0.75,$0,$0,$0,"$4,750"
2020,5,1419,Commit,Non-PSO,US-East,Data & Analytics,Direct,HCLS,1.00,"$7,800","$7,800","$7,800","$7,800"
2020,5,1431,Commit,Non-PSO,US-East,Data & Analytics,Direct,Others,1.00,"$23,750","$23,750","$23,750","$7,917"
2020,5,1463,Commit,Non-PSO,US-East,Document Understanding AI,GCP,BFSI,1.00,"$32,000","$32,000","$32,000","$40,000"
2020,5,1475,Commit,Non-PSO,US-East,Conversational AI,GCP,Edu & PubSec,0.75,"$6,833","$5,125","$5,125","$7,000"
2020,5,1476,Commit,Non-PSO,US-West,Conversational AI,GCP,BFSI,0.75,"$16,154","$12,116","$12,116","$7,000"
2020,5,1487,L1,Non-PSO,EMEA,Conversational AI,GCP,TMEG,0.90,"$41,106","$36,995","$36,995",$0
2020,5,1519,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$11,088","$11,088","$11,088","$10,032"
2020,5,1533,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$15,120","$15,120","$15,120","$14,400"
2020,5,1536,Commit,Non-PSO,India,Others,Direct,Others,1.00,"$19,219","$19,219","$19,219","$27,328"
2020,5,1562,Commit,Non-PSO,US-Central,Data & Analytics,GCP,Edu & PubSec,0.75,"$12,467","$9,350","$9,350","$17,000"
2020,5,1590,Commit,Non-PSO,US-East,Data & Analytics,Direct,Edu & PubSec,0.50,"$70,280","$35,140","$35,140","$24,640"
2020,5,1638,L1,PSO,EMEA,Document Understanding AI,GCP,BFSI,0.90,"$36,750","$33,075","$33,075","$44,625"
2020,5,1643,Commit,Non-PSO,US-East,Custom AI/ML,Direct,Others,1.00,"$75,600","$75,600","$75,600","$75,240"
2020,5,1653,Commit,Non-PSO,US-East,Custom AI/ML,GCP,Others,0.75,"$24,823","$18,617","$18,617","$20,000"
2020,5,1671,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$53,424","$53,424","$53,424","$55,000"
2020,5,1672,L2,Non-PSO,India,Custom AI/ML,Direct,TMEG,0.30,"$8,714","$2,614",$0,$0
2020,5,1692,L1,PSO,Canada,Data & Analytics,GCP,Others,0.90,"$22,500","$20,250","$20,250",$0
2020,5,1702,Commit,Non-PSO,US-East,Conversational AI,GCP,Others,0.75,"$11,200","$8,400","$8,400",$0
2020,5,1707,Commit,Non-PSO,LATAM,Data & Analytics,Direct,BFSI,1.00,"$84,269","$84,269","$84,269","$76,692"
2020,5,1708,Commit,Non-PSO,EMEA,Data & Analytics,Direct,BFSI,1.00,"$64,310","$64,310","$64,310","$56,021"
2020,5,1709,Commit,Non-PSO,India,Data & Analytics,Direct,BFSI,1.00,"$76,784","$76,784","$76,784","$73,181"
2020,5,1711,Commit,Non-PSO,APAC,Data & Analytics,Direct,BFSI,1.00,"$79,556","$79,556","$79,556","$61,644"
2020,5,1721,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$14,881","$14,881","$14,881","$14,173"
2020,5,1723,Commit,PSO,US-East,Others,GCP,Edu & PubSec,1.00,"$21,000","$21,000","$21,000",$0
2020,5,1733,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$15,120","$15,120","$15,120","$14,400"
2020,5,1734,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$4,153","$4,153","$4,153","$3,955"
2020,5,1735,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$5,040","$5,040","$5,040","$4,800"
2020,5,1740,L1,Non-PSO,US-East,Custom AI/ML,Direct,Others,0.90,"$100,000","$90,000","$90,000","$50,000"
2020,5,1744,Commit,Non-PSO,US-East,Data & Analytics,Direct,HCLS,1.00,"$163,720","$163,720","$163,720","$163,720"
2020,5,1746,Commit,Non-PSO,US-East,Custom AI/ML,GCP,HCLS,0.75,"$67,736","$50,802","$50,802","$50,000"
2020,5,1761,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$13,670","$13,670","$13,670","$13,019"
2020,5,1765,Commit,Non-PSO,US-East,Conversational AI,GCP,Edu & PubSec,0.75,$0,$0,$0,"$6,000"
2020,5,1776,Commit,Non-PSO,US-East,Custom AI/ML,Direct,TMEG,1.00,"$86,100","$86,100","$86,100",$0
2020,5,1777,Commit,PSO,US-West,Data & Analytics,GCP,Others,0.75,"$165,053","$123,790","$123,790","$171,212"
2020,5,1778,Commit,Non-PSO,US-Central,Custom AI/ML,GCP,Edu & PubSec,0.75,"$1,454","$1,091","$1,091",$0
2020,5,1802,Commit,Non-PSO,US-Central,Document Understanding AI,Direct,Others,0.00,"$92,400",$0,$0,$0
2020,5,1803,Commit,Non-PSO,US-East,Data & Analytics,Direct,TMEG,1.00,"$91,484","$91,484","$91,484","$14,400"
2020,5,1820,Commit,Non-PSO,US-West,Data & Analytics,GCP,Others,1.00,"$42,000","$42,000","$42,000","$37,480"
2020,5,1822,Commit,Non-PSO,EMEA,Data & Analytics,Direct,HCLS,0.50,"$13,200","$6,600","$6,600","$13,200"
2020,5,1823,L1,Non-PSO,EMEA,Data & Analytics,Direct,HCLS,0.50,"$7,700","$3,850","$3,850","$5,000"
2020,5,1824,L1,Non-PSO,EMEA,Custom AI/ML,Direct,HCLS,0.50,"$19,000","$9,500","$9,500","$15,000"
2020,5,1831,Commit,Non-PSO,US-Central,Conversational AI,GCP,Edu & PubSec,1.00,"$4,830","$4,830","$4,830","$5,000"
2020,5,1835,Commit,Non-PSO,US-East,Others,AWS,Others,1.00,"$64,764","$64,764","$64,764","$61,680"
2020,5,1849,Commit,Non-PSO,US-East,Application Modernization,Direct,HCLS,1.00,"$136,600","$136,600","$136,600","$136,600"
2020,5,1855,Commit,Non-PSO,US-East,Custom AI/ML,Direct,TMEG,1.00,"$62,580","$62,580","$62,580",$0
2020,5,1856,Commit,Non-PSO,US-East,Custom AI/ML,Direct,TMEG,1.00,"$85,440","$85,440","$85,440",$0
2020,5,1869,Commit,PSO,US-West,Data & Analytics,GCP,Others,1.00,"$3,960","$3,960","$3,960","$3,960"
2020,5,1885,L1,Non-PSO,EMEA,Custom AI/ML,AWS,Edu & PubSec,0.90,$0,$0,$0,"$45,000"
2020,5,1912,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$163,154","$163,154","$163,154","$202,000"
2020,5,1913,L1,Non-PSO,US-East,Document Understanding AI,Direct,BFSI,0.90,$0,$0,$0,"$15,000"
2020,5,1915,Commit,Non-PSO,EMEA,Custom AI/ML,AWS,TMEG,1.00,"$11,760","$11,760","$11,760","$11,200"
2020,5,1934,L2,Non-PSO,US-East,Custom AI/ML,GCP,Others,0.30,"$98,117","$29,435",$0,$0
2020,5,1949,Commit,PSO,US-Central,Data & Analytics,GCP,BFSI,0.75,"$112,500","$84,375","$84,375","$112,500"
2020,5,1958,L2,Non-PSO,EMEA,Conversational AI,GCP,TMEG,0.30,"$25,500","$7,650",$0,$0
2020,5,1966,L2,Non-PSO,US-East,Data & Analytics,AWS,Others,0.30,"$16,128","$4,838",$0,$0
2020,5,1971,Commit,Non-PSO,US-East,Custom AI/ML,Direct,BFSI,1.00,"$34,444","$34,444","$34,444","$52,000"
2020,5,1989,L1,Non-PSO,US-East,Others,Direct,BFSI,0.90,"$18,018","$16,216","$16,216","$12,144"
2020,5,1993,Commit,Non-PSO,US-East,Custom AI/ML,Direct,BFSI,1.00,"$47,334","$47,334","$47,334","-$39,500"
2020,5,2000,L1,Non-PSO,India,Data & Analytics,AWS,BFSI,0.90,"$8,500","$7,650","$7,650",$0
2020,5,2011,Commit,Non-PSO,US-East,Data & Analytics,Direct,HCLS,1.00,"$60,480","$60,480","$60,480","$49,600"
2020,5,2012,Commit,Non-PSO,US-East,Data & Analytics,Direct,HCLS,1.00,"$13,440","$13,440","$13,440","$12,160"
2020,5,2016,L1,Non-PSO,India,Others,Direct,BFSI,0.90,"$10,560","$9,504","$9,504",$0
2020,5,2017,L1,Non-PSO,India,Conversational AI,GCP,BFSI,0.90,"$60,650","$54,585","$54,585",$0
2020,5,2019,Commit,Non-PSO,US-West,Data & Analytics,GCP,Others,1.00,"$20,160","$20,160","$20,160","$19,200"
2020,5,2021,Commit,Non-PSO,US-East,Custom AI/ML,Direct,Others,1.00,"$50,000","$50,000","$50,000","$50,000"
2020,5,2036,Commit,Non-PSO,US-East,Others,Direct,HCLS,1.00,"$12,450","$12,450","$12,450",$0
2020,5,2044,L2,Non-PSO,EMEA,Document Understanding AI,GCP,BFSI,0.30,"$15,000","$4,500",$0,$0
2020,5,2058,Commit,PSO,US-East,Conversational AI,GCP,HCLS,1.00,"$98,273","$98,273","$98,273","$20,000"
2020,5,2067,Commit,Non-PSO,US-East,Others,AWS,Others,1.00,"$16,800","$16,800","$16,800","$16,000"
2020,5,2070,L2,PSO,US-East,Custom AI/ML,GCP,Edu & PubSec,0.30,"$77,539","$23,262",$0,$0
2020,5,2099,Pre-Commit,PSO,US-Central,Application Modernization,GCP,Others,0.90,$0,$0,$0,"$40,000"
2020,5,2102,L1,Non-PSO,Canada,Others,AWS,BFSI,0.90,"$29,167","$26,250","$26,250",$0
2020,5,2103,L1,Non-PSO,India,Data & Analytics,Direct,Others,0.90,"$12,845","$11,561","$11,561",$0
2020,5,2109,Commit,Non-PSO,India,Data & Analytics,Direct,BFSI,1.00,"$116,424","$116,424","$116,424","$79,728"
2020,5,2110,L1,Non-PSO,India,Conversational AI,GCP,BFSI,0.90,"$13,696","$12,326","$12,326","$15,000"
2020,5,2115,Commit,Non-PSO,US-East,Custom AI/ML,AWS,Others,1.00,"$46,368","$46,368","$46,368","$38,340"
2020,5,2128,L1,Non-PSO,US-Central,Data & Analytics,GCP,Others,0.90,"$15,000","$13,500","$13,500","$15,000"
2020,5,2157,L1,Non-PSO,US-East,Conversational AI,GCP,Edu & PubSec,0.90,"$53,486","$48,137","$48,137",$0
2020,5,2171,Commit,PSO,US-Central,Custom AI/ML,GCP,Edu & PubSec,1.00,"$16,267","$16,267","$16,267","$24,096"
2020,5,2178,Commit,PSO,US-West,Conversational AI,GCP,BFSI,1.00,"$120,000","$120,000","$120,000","$43,941"
2020,5,2202,Commit,PSO,US-Central,Conversational AI,GCP,Edu & PubSec,1.00,"$42,656","$42,656","$42,656",$0
2020,5,2222,L2,PSO,US-East,Conversational AI,GCP,BFSI,0.30,"$120,320","$36,096",$0,$0
2020,5,2223,Commit,Non-PSO,US-East,Data & Analytics,Direct,HCLS,1.00,"$14,709","$14,709","$14,709",$0
2020,5,2227,L1,Non-PSO,US-Central,Data & Analytics,GCP,Edu & PubSec,0.90,"$20,000","$18,000","$18,000",$0
2020,5,2243,L2,Non-PSO,US-East,Document Understanding AI,Direct,BFSI,0.30,$0,$0,$0,"$28,932"
2020,5,2272,L1,Non-PSO,US-East,Conversational AI,GCP,Edu & PubSec,0.90,$0,$0,$0,"$10,600"
2020,5,2282,L1,Non-PSO,US-Central,Conversational AI,GCP,Edu & PubSec,0.90,$0,$0,$0,"$19,440"
2020,5,2283,L1,Non-PSO,US-Central,Data & Analytics,GCP,Edu & PubSec,0.90,$0,$0,$0,"$17,200"
2020,5,2292,L1,Non-PSO,US-Central,Application Modernization,GCP,Edu & PubSec,0.90,$0,$0,$0,"$21,850"
2020,5,2303,L1,Non-PSO,US-East,Data & Analytics,Direct,HCLS,0.90,"$14,000","$12,600","$12,600","$18,432"
2020,5,2311,L1,Non-PSO,US-East,Data & Analytics,AWS,Others,0.90,$0,$0,$0,"$8,400"
2020,5,2355,Not in Pipeline,Non-PSO,US-Central,Conversational AI,GCP,BFSI,0.00,$0,$0,$0,"$52,500"
2020,5,2378,Not in Pipeline,Non-PSO,US-Central,Document Understanding AI,GCP,BFSI,0.00,$0,$0,$0,"$37,000"
2020,5,2391,Not in Pipeline,Non-PSO,India,Conversational AI,GCP,TMEG,0.00,$0,$0,$0,"$10,000"
2020,5,2394,Not in Pipeline,Non-PSO,US-Central,Conversational AI,GCP,Edu & PubSec,0.00,$0,$0,$0,"$8,900"
2020,5,2398,Not in Pipeline,Non-PSO,US-Central,Application Modernization,GCP,Others,0.00,$0,$0,$0,"$10,000"
2020,5,2413,Not in Pipeline,Non-PSO,US-East,Data & Analytics,Direct,HCLS,0.00,$0,$0,$0,"$26,400"
2020,5,2415,Not in Pipeline,Non-PSO,US-East,Conversational AI,GCP,Edu & PubSec,0.00,$0,$0,$0,"$105,000"
2020,5,2480,Not in Pipeline,Non-PSO,US-West,Conversational AI,GCP,BFSI,0.00,$0,$0,$0,"$18,200"
2020,5,2544,Not in Pipeline,PSO,US-West,Data & Analytics,GCP,BFSI,0.00,$0,$0,$0,"$2,500"
2020,5,2571,Not in Pipeline,PSO,US-East,Conversational AI,GCP,Edu & PubSec,0.00,$0,$0,$0,"$23,000"
2020,6,943,Commit,PSO,US-East,Custom AI/ML,GCP,Edu & PubSec,1.00,"$57,574","$57,574","$57,574","$30,459"
2020,6,998,Commit,Non-PSO,US-Central,Custom AI/ML,GCP,Others,1.00,"$7,404","$7,404","$7,404",$0
2020,6,1067,Commit,Non-PSO,US-Central,Marketing Analytics,GCP,Edu & PubSec,1.00,$0,$0,$0,"$5,168"
2020,6,1226,Commit,Non-PSO,US-West,Data & Analytics,GCP,Others,1.00,"$6,186","$6,186","$6,186","$6,160"
2020,6,1262,Commit,Non-PSO,US-East,Custom AI/ML,GCP,BFSI,1.00,$203,$203,$203,$0
2020,6,1322,Commit,Non-PSO,US-East,Data & Analytics,GCP,Others,1.00,"$52,200","$52,200","$52,200",$0
2020,6,1329,Commit,Non-PSO,US-East,Custom AI/ML,GCP,Others,1.00,"$23,951","$23,951","$23,951","$31,200"
2020,6,1339,L1,Non-PSO,US-Central,Marketing Analytics,GCP,Others,0.90,"$38,000","$34,200","$34,200",$0
2020,6,1348,Commit,Non-PSO,US-East,Custom AI/ML,GCP,Others,1.00,"$9,887","$9,887","$9,887",$0
2020,6,1419,Commit,Non-PSO,US-East,Data & Analytics,Direct,HCLS,1.00,"$7,800","$7,800","$7,800","$7,800"
2020,6,1431,Commit,Non-PSO,US-East,Data & Analytics,Direct,Others,1.00,"$23,750","$23,750","$23,750","$7,917"
2020,6,1462,L2-L4 Mega,Non-PSO,US-East,Document Understanding AI,GCP,BFSI,0.50,$0,$0,$0,"$26,250"
2020,6,1463,Commit,Non-PSO,US-East,Document Understanding AI,GCP,BFSI,1.00,"$23,158","$23,158","$23,158","$20,000"
2020,6,1475,Commit,Non-PSO,US-East,Conversational AI,GCP,Edu & PubSec,1.00,"$7,167","$7,167","$7,167","$7,000"
2020,6,1476,Commit,Non-PSO,US-West,Conversational AI,GCP,BFSI,1.00,"$16,923","$16,923","$16,923","$3,000"
2020,6,1519,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$11,616","$11,616","$11,616","$11,616"
2020,6,1533,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$15,840","$15,840","$15,840","$15,840"
2020,6,1536,Commit,Non-PSO,India,Others,Direct,Others,1.00,$0,$0,$0,"$11,712"
2020,6,1638,Commit,PSO,EMEA,Document Understanding AI,GCP,BFSI,1.00,"$28,000","$28,000","$28,000","$44,625"
2020,6,1643,Commit,Non-PSO,US-East,Custom AI/ML,Direct,Others,1.00,"$79,200","$79,200","$79,200","$95,040"
2020,6,1653,Commit,Non-PSO,US-East,Custom AI/ML,GCP,Others,1.00,"$20,723","$20,723","$20,723","$29,310"
2020,6,1671,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$55,968","$55,968","$55,968","$55,000"
2020,6,1702,Commit,Non-PSO,US-East,Conversational AI,GCP,Others,1.00,"$3,856","$3,856","$3,856",$0
2020,6,1707,Commit,Non-PSO,LATAM,Data & Analytics,Direct,BFSI,1.00,"$88,282","$88,282","$88,282","$80,454"
2020,6,1708,Commit,Non-PSO,EMEA,Data & Analytics,Direct,BFSI,1.00,"$67,373","$67,373","$67,373","$64,799"
2020,6,1709,Commit,Non-PSO,India,Data & Analytics,Direct,BFSI,1.00,"$80,441","$80,441","$80,441","$82,223"
2020,6,1711,Commit,Non-PSO,APAC,Data & Analytics,Direct,BFSI,1.00,"$83,345","$83,345","$83,345","$71,214"
2020,6,1721,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$15,590","$15,590","$15,590","$15,590"
2020,6,1723,Commit,PSO,US-East,Others,GCP,Edu & PubSec,1.00,$0,$0,$0,"$40,000"
2020,6,1733,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$15,840","$15,840","$15,840","$15,840"
2020,6,1734,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$4,351","$4,351","$4,351","$4,351"
2020,6,1735,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$5,280","$5,280","$5,280","$5,280"
2020,6,1740,Pre-Commit,Non-PSO,US-East,Custom AI/ML,Direct,Others,0.90,"$190,080","$171,072","$171,072","$50,000"
2020,6,1744,Commit,Non-PSO,US-East,Data & Analytics,Direct,HCLS,1.00,"$163,720","$163,720","$163,720","$163,720"
2020,6,1746,Commit,Non-PSO,US-East,Custom AI/ML,GCP,HCLS,1.00,"$67,760","$67,760","$67,760","$50,000"
2020,6,1761,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$14,321","$14,321","$14,321","$14,321"
2020,6,1776,Commit,Non-PSO,US-East,Custom AI/ML,Direct,TMEG,1.00,"$90,200","$90,200","$90,200",$0
2020,6,1777,Commit,PSO,US-West,Data & Analytics,GCP,Others,1.00,"$172,913","$172,913","$172,913","$152,484"
2020,6,1778,Commit,Non-PSO,US-Central,Custom AI/ML,GCP,Edu & PubSec,1.00,"$1,523","$1,523","$1,523",$0
2020,6,1802,Commit,Non-PSO,US-Central,Document Understanding AI,Direct,Others,1.00,"$96,800","$96,800","$96,800",$0
2020,6,1803,Commit,Non-PSO,US-East,Data & Analytics,Direct,TMEG,1.00,"$95,840","$95,840","$95,840","$14,400"
2020,6,1820,Commit,Non-PSO,US-West,Data & Analytics,GCP,Others,1.00,"$38,560","$38,560","$38,560","$42,280"
2020,6,1822,Commit,Non-PSO,EMEA,Data & Analytics,Direct,HCLS,1.00,"$13,200","$13,200","$13,200","$13,200"
2020,6,1823,L1 Extn,Non-PSO,EMEA,Data & Analytics,Direct,HCLS,0.90,"$7,700","$6,930","$6,930","$5,000"
2020,6,1824,L1 Extn,Non-PSO,EMEA,Custom AI/ML,Direct,HCLS,0.90,"$19,000","$17,100","$17,100","$15,000"
2020,6,1825,Commit,Non-PSO,US-East,Data & Analytics,Direct,Others,1.00,"$71,280","$71,280","$71,280",$0
2020,6,1831,Commit,Non-PSO,US-Central,Conversational AI,GCP,Edu & PubSec,1.00,"$10,120","$10,120","$10,120",$0
2020,6,1835,Commit,Non-PSO,US-East,Others,AWS,Others,1.00,"$67,848","$67,848","$67,848","$61,680"
2020,6,1849,Commit,Non-PSO,US-East,Application Modernization,Direct,HCLS,1.00,"$136,600","$136,600","$136,600","$136,600"
2020,6,1855,Commit,Non-PSO,US-East,Custom AI/ML,Direct,TMEG,1.00,"$65,560","$65,560","$65,560",$0
2020,6,1856,Commit,Non-PSO,US-East,Custom AI/ML,Direct,TMEG,1.00,"$44,800","$44,800","$44,800",$0
2020,6,1869,Commit,PSO,US-West,Data & Analytics,GCP,Others,1.00,"$3,960","$3,960","$3,960","$3,960"
2020,6,1879,L1,Non-PSO,India,Custom AI/ML,AWS,Others,0.90,"$2,112","$1,901","$1,901",$0
2020,6,1912,Commit,Non-PSO,US-East,Data & Analytics,Direct,BFSI,1.00,"$176,349","$176,349","$176,349","$227,250"
2020,6,1915,Commit,Non-PSO,EMEA,Custom AI/ML,AWS,TMEG,1.00,"$12,320","$12,320","$12,320","$11,200"
2020,6,1934,L1,Non-PSO,US-East,Custom AI/ML,GCP,Others,0.90,"$76,396","$68,756","$68,756","$100,000"
2020,6,1949,Commit,PSO,US-Central,Data & Analytics,GCP,BFSI,1.00,"$112,500","$112,500","$112,500","$112,500"
2020,6,1954,L2,Non-PSO,Canada,Document Understanding AI,AWS,Others,0.40,"$30,000","$12,000",$0,$0
2020,6,1955,L1,Non-PSO,US-West,Custom AI/ML,GCP,HCLS,0.90,$0,$0,$0,"$7,734"
2020,6,1971,Commit,Non-PSO,US-East,Custom AI/ML,Direct,BFSI,1.00,"$46,129","$46,129","$46,129","$52,000"
2020,6,1989,L1,Non-PSO,US-East,Others,Direct,BFSI,0.90,"$20,328","$18,295","$18,295","$6,864"
2020,6,1993,Commit,Non-PSO,US-East,Custom AI/ML,Direct,BFSI,1.00,$0,$0,$0,"$15,800"
2020,6,2000,L1,Non-PSO,India,Data & Analytics,AWS,BFSI,0.90,"$10,346","$9,311","$9,311","$7,000"
2020,6,2011,Commit,Non-PSO,US-East,Data & Analytics,Direct,HCLS,1.00,"$63,360","$63,360","$63,360","$56,320"
2020,6,2012,Commit,Non-PSO,US-East,Data & Analytics,Direct,HCLS,1.00,"$14,080","$14,080","$14,080","$14,080"
2020,6,2017,L1,Non-PSO,India,Conversational AI,GCP,BFSI,0.90,"$41,571","$37,414","$37,414",$0
2020,6,2021,Commit,Non-PSO,US-East,Custom AI/ML,Direct,Others,1.00,"$50,000","$50,000","$50,000","$50,000"
2020,6,2044,L1,Non-PSO,EMEA,Document Understanding AI,GCP,BFSI,0.90,"$22,000","$19,800","$19,800",$0
2020,6,2058,Commit,PSO,US-East,Conversational AI,GCP,HCLS,0.90,"$178,800","$160,920","$160,920","$84,000"
2020,6,2067,Commit,Non-PSO,US-East,Others,AWS,Others,1.00,"$17,600","$17,600","$17,600","$16,000"
2020,6,2099,L1,PSO,US-Central,Application Modernization,GCP,Others,0.90,"$40,000","$36,000","$36,000","$40,000"
2020,6,2102,L1,Non-PSO,Canada,Others,AWS,BFSI,0.90,"$15,277","$13,749","$13,749","$32,918"
2020,6,2109,Commit,Non-PSO,India,Data & Analytics,Direct,BFSI,1.00,"$87,120","$87,120","$87,120","$83,160"
2020,6,2110,L1,Non-PSO,India,Conversational AI,GCP,BFSI,0.90,"$30,946","$27,851","$27,851","$7,500"
2020,6,2115,Commit,Non-PSO,US-East,Custom AI/ML,AWS,Others,1.00,"$46,368","$46,368","$46,368","$22,800"
2020,6,2123,L1,Non-PSO,US-Central,Conversational AI,GCP,HCLS,0.90,$0,$0,$0,"$20,460"
2020,6,2154,L1,Non-PSO,US-East,Conversational AI,GCP,Others,0.90,"$42,000","$37,800","$37,800",$0
2020,6,2157,Commit,Non-PSO,US-East,Conversational AI,GCP,Edu & PubSec,1.00,"$40,114","$40,114","$40,114",$0
2020,6,2171,Commit,PSO,US-Central,Custom AI/ML,GCP,Edu & PubSec,1.00,"$16,333","$16,333","$16,333","$32,664"
2020,6,2175,L1,Non-PSO,US-Central,Marketing Analytics,GCP,Others,0.90,"$12,917","$11,625","$11,625","$27,666"
2020,6,2178,Commit,PSO,US-West,Conversational AI,GCP,BFSI,1.00,$0,$0,$0,"$10,000"
2020,6,2202,Commit,PSO,US-Central,Conversational AI,GCP,Edu & PubSec,1.00,"$14,219","$14,219","$14,219",$0
2020,6,2222,L2,PSO,US-East,Conversational AI,GCP,BFSI,0.50,"$121,520","$60,760",$0,$0
2020,6,2226,L1,Non-PSO,US-Central,Conversational AI,GCP,Edu & PubSec,0.90,"$10,000","$9,000","$9,000",$0
2020,6,2227,L1,Non-PSO,US-Central,Data & Analytics,GCP,Edu & PubSec,0.90,$0,$0,$0,"$10,000"
2020,6,2228,L1,Non-PSO,US-East,Data & Analytics,GCP,HCLS,0.20,$0,$0,$0,"$42,840"
2020,6,2241,L1,Non-PSO,US-Central,Application Modernization,GCP,Edu & PubSec,0.90,$0,$0,$0,"$10,000"
2020,6,2243,Commit,Non-PSO,US-East,Document Understanding AI,Direct,BFSI,1.00,"$78,144","$78,144","$78,144","$86,797"
2020,6,2265,L3,Non-PSO,US-East,Conversational AI,GCP,Edu & PubSec,0.10,$0,$0,$0,"$5,000"
2020,6,2278,L2,Non-PSO,US-West,Custom AI/ML,GCP,Others,0.50,$0,$0,$0,"$19,090"
2020,6,2283,Commit,Non-PSO,US-Central,Data & Analytics,GCP,Edu & PubSec,1.00,$0,$0,$0,"$17,200"
2020,6,2292,L1,Non-PSO,US-Central,Application Modernization,GCP,Edu & PubSec,0.90,$0,$0,$0,"$10,000"
2020,6,2295,L1,Non-PSO,US-Central,Others,AWS,BFSI,0.90,"$36,800","$33,120","$33,120",$0
2020,6,2303,Commit,Non-PSO,US-East,Data & Analytics,Direct,HCLS,1.00,"$56,640","$56,640","$56,640","$30,720"
2020,6,2312,L1,Non-PSO,Canada,Others,AWS,BFSI,0.90,"$20,833","$18,750","$18,750","$23,100"
2020,6,2318,Commit,Non-PSO,US-East,Custom AI/ML,Direct,BFSI,1.00,"$40,040","$40,040","$40,040","$32,883"
2020,6,2355,L1,Non-PSO,US-Central,Conversational AI,GCP,BFSI,0.90,$0,$0,$0,"$40,000"
2020,6,2384,Commit,Non-PSO,US-East,Data & Analytics,GCP,Others,1.00,$0,$0,$0,"$8,400"
2020,6,2391,L1,Non-PSO,India,Conversational AI,GCP,TMEG,0.90,"$24,000","$21,600","$21,600","$15,000"
2020,6,2394,L1,Non-PSO,US-Central,Conversational AI,GCP,Edu & PubSec,0.90,$0,$0,$0,"$8,900"
2020,6,2398,L1,Non-PSO,US-Central,Application Modernization,GCP,Others,0.90,$0,$0,$0,"$40,000"
2020,6,2403,Commit,Non-PSO,US-East,Data & Analytics,AWS,Edu & PubSec,1.00,$0,$0,$0,"$23,160"
2020,6,2411,L1,Non-PSO,US-West,Data & Analytics,GCP,Others,0.90,$0,$0,$0,"$21,120"
